GENEID	SKMM2control1_gene.sorted	SKMM2control2_gene.sorted	SKMM2control3_gene.sorted	SKMM2IL61_gene.sorted	SKMM2IL62_gene.sorted	SKMM2IL63_gene.sorted	sub_SKMM2_drna_control1_gene.sorted	sub_SKMM2_drna_control2_gene.sorted	sub_SKMM2_drna_control3_gene.sorted	sub_SKMM2_drna_IL61_gene.sorted	sub_SKMM2_drna_IL62_gene.sorted	sub_SKMM2_drna_IL63_gene.sorted
ENSG00000006282.22	10.99998	10.00003	10.99998	11.00003	4.99997	4	42	43	32.99999	16.99999	14	21
ENSG00000006283.18	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000006327.14	3	5	3	9	5	12	10	6	8	12	15	16
ENSG00000006377.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006432.16	1	1	0	2	1	3	13	9	6	14	5	5
ENSG00000006451.8	35	49	65	89	156	104	187	180	178	249	239	224
ENSG00000006453.14	1	0	0	0	1	0	2	0	2	1	0	3
ENSG00000006459.11	3	2	4	7	0	0	13	8	12	7	2	1
ENSG00000006468.15	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000006530.18	9.00001	17.99999	13	20	13.00001	23	77.99999	97	83	91	107	87
ENSG00000006534.17	1	3	1	0	1	3	22	27	11	3	6	8
ENSG00000006555.11	0	0	0	0	0	0	0	1	1	1	0	2
ENSG00000006576.17	14	15	11	13	9.99999	10	66	46	44.00001	57.00001	77	35.00001
ENSG00000006606.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006607.14	3	2	4	10	6	1	27	26	19	20	19	22
ENSG00000006611.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006625.18	214.99999	253.00001	251.99999	189	247	229	444.00001	396.00001	443	373	371	287.99999
ENSG00000006634.8	16	14	19	49	33	32	157	174	143.00001	195	214	123
ENSG00000006638.13	0	0	0	0	0	0	2	2	8	0	2	1
ENSG00000006652.15	11	14	24	10	21	3	97.00001	95	91	83	104	86
ENSG00000006659.13	25	27	21	29	18	34	4	1	3	4	4	7
ENSG00000006695.12	18	32	26	19	28	27	42	64	45	45	42	64
ENSG00000006704.11	0	0	0	0	0	0	3.00001	0	1	3	0.99999	2
ENSG00000006712.15	46	51	48	36	44	40	122	146	110	168	179	173
ENSG00000006715.16	26	31	31	31	28	22	95	91	82	108	86	66
ENSG00000006740.18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006744.19	13	22	11	23	13	20	94	96	74	94	82	90
ENSG00000006747.15	0	0	0	0	0	0	2	1	0	0	0	0
ENSG00000006756.16	1	4	0	2	0	0	2	0	0	0	1	0
ENSG00000006757.12	86	101	100	46	69	63	62.99999	66	60	50	41	51
ENSG00000006788.14	0	0	3	0	0	0	1	1	0	0	1	1
ENSG00000006831.10	26	12	10	32	22	20	138	145	133	146	104	137
ENSG00000006837.12	33.99998	18	27.99999	42.99999	35	43	4	9	3	5	3	1
ENSG00000007001.14	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000007038.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007047.16	9	2	1.99999	8	6	4	24	17	28	23	24	31
ENSG00000007062.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007080.11	80	108	122	205	182	206	561	468	523	664	661	644
ENSG00000007129.18	2	3	1	5	1	3	62	48	53	34	32	15
ENSG00000007168.15	23.00001	21.00001	23	35.99999	39	26.99999	120	94	104.99999	146	134	129.99999
ENSG00000007171.19	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007174.18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007202.16	26	29	27	25	36	26	184.99999	211	211	241	197	239
ENSG00000007216.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007237.19	1	0	0	0	0.99999	0	0.99999	0	0	1	0	0
ENSG00000007255.10	204	329	305	201	189	187	314.00001	290.00001	315.00001	174	152	171
ENSG00000007264.15	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000007306.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007312.14	112	108	147	82	151.00001	138	134	133	147	159	159.00001	144
ENSG00000007314.12	2	1	0	0	0	0	3	3	2	2	0	1
ENSG00000007341.19	11	28	24	24	17.99999	18	49.00001	42	40.99999	38.99999	36	33
ENSG00000007350.18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007372.25	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007376.8	10	23	18	26	28	27	137	116.99999	116	139	143.99999	126
ENSG00000007384.15	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000007392.17	16	19	22	34.00001	39.99999	35	84.00001	80	79	81	101.99999	115.00001
ENSG00000007402.12	4	3	3.99998	1.00002	0	4	3	4	6	4.00002	6	1.99998
ENSG00000007516.15	3	5.00001	2.00001	5.00001	0	0	4.99999	3.99999	2	2.00001	2	0
ENSG00000007520.4	53	38	27	49	58	37	412	391	364	369	408	358
ENSG00000007541.17	0	3	0	1	0	0	49	49	46	35	42	20.99999
ENSG00000007545.16	14	8	10	11	7	5	25	31	24	30	23	18
ENSG00000007866.22	0	0	0	0	0	0	1	1	0	1	0	2
ENSG00000007908.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007923.17	37.99999	28	23	46.99999	41	42	119	89	95	141	144	141
ENSG00000007933.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007944.15	3	0	1	4	2	1	15	9	6	17	27	16
ENSG00000007952.18	11	7	4	3	6	8	7	15	9	7	4	8
ENSG00000007968.7	7	8	14	16	18	15	49	50	50	52	40	55
ENSG00000008018.9	1377	1516	1303	1646	1981	1804	751	727	719	896	937	913
ENSG00000008056.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008083.14	3	6	10	7	5	1	19	19	22	16	9	17
ENSG00000008086.13	2	1	0	1	2	0	5	7	6	4	3	2
ENSG00000008118.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008128.23	27	21	27	18	32	18	57	54	47.00001	67.00001	53	57.00001
ENSG00000008130.15	24	19.00001	16	29.00001	29.00001	26	157	162.99999	161	165	154	159
ENSG00000008196.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008197.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008226.20	0	0	0	0	6	0	0.99999	0	1	0	0	1
ENSG00000008256.17	0	2	0	0	0	0	7	3	0	1	1	3
ENSG00000008277.15	10.00001	9	9.99999	9	8.00001	3	41	52	27	24	24	19
ENSG00000008282.10	31	21	20	19	35	25	43	48	43	29	35	17
ENSG00000008283.16	31	32	18.99999	28	20	28	229.99999	206	240	159	158	184
ENSG00000008294.22	10	6	19	20	28	10	93.99999	66	63	75.00001	80	63
ENSG00000008300.17	2	3	1	2	0	2	11	8	9	8	7	5
ENSG00000008311.16	24.99999	10	6	12	7	2	16	12	13	10	10	6
ENSG00000008323.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008324.12	787	715	739	855	944	930	167	174	183	200	189	198
ENSG00000008382.16	47	29	34	24	33	19	168	209.99999	142.99999	136.00001	118	111
ENSG00000008394.13	730	777	732	702.00001	1016	636	468	468	485.00001	590	656	433
ENSG00000008405.12	5	7	2	7	5	5	35	52	45	35	52	42
ENSG00000008438.5	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000008441.19	1	0	0	0	0	0	6	2	1	0	1	0
ENSG00000008513.17	15	14	10	10	5	7	31	24	16	9	12	9
ENSG00000008516.18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000008517.19	6	8	3	9	8.00001	9.99999	2	3	5	5	6	5.99999
ENSG00000008710.20	0	3	2	2	1.99999	0	49	32	33	34	22	36
ENSG00000008735.14	0	0	0	0	1	1	3	1	5	5	9	10
ENSG00000008838.21	27	32	10	39.00001	37	21	126.99999	102	96	134.00001	151	108
ENSG00000008853.18	4	3	3	1	3	0	22	23	13	21	12	15.99999
ENSG00000008869.12	6	4	6	7	4	3	29	35	31	27	30	27
ENSG00000008952.17	108	116	79	155	132	89	370	310	338	361	449	196
ENSG00000008988.11	73235	71198.99999	72679.00001	74559	69017.99999	72221.00001	15580.00002	15840	16614	14129	15736.00002	15354.99999
ENSG00000009307.17	430	380.99999	370.99999	360	449	208.99996	1394.00001	1340.99999	1290	1390.00001	1255.00001	877.99999
ENSG00000009335.19	17	12	9	19	27	7	62	52	63	97	89	79
ENSG00000009413.17	3	3	2	1	4	1	21	20	9	10	11	11
ENSG00000009694.14	4	2	3	8	2	0	18	24	17	16	19	3
ENSG00000009709.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009724.18	0	1.00002	1	0	0	0	1	1	0	0	0	0
ENSG00000009765.15	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009780.16	4	6	5	2	8	4	22	13	8	15	9	16
ENSG00000009790.15	45	44	50	22	19	21	29	35	30	24	16	17
ENSG00000009830.13	3	0	9	1	2	0	15	18	11	16	8	13
ENSG00000009844.16	8	10	6	19	6	0.99999	67	82	69	87	86	65
ENSG00000009950.16	1.00002	0	0	0	0	0	3	0	0	0	0	0
ENSG00000009954.11	15	19	27	42	25	17	138	114	101	135	132	110
ENSG00000010017.13	21	17	25	8	14	7	109	119	125	152	134	132
ENSG00000010030.14	0	0	0	0	0	0	0	0	0	1	1	2
ENSG00000010072.16	8	5	9	1	4	7	44	34	29	50	58	33
ENSG00000010165.20	32	23	21	33	30	46	87	66	78	112	104.99999	94.99999
ENSG00000010219.14	150	119	128	147	184	156.99999	70	79	92.00001	94	91	91
ENSG00000010244.19	82	70	58	109	117	87	459.99999	459	464	585	587	522
ENSG00000010256.12	134	159.99999	176	172.99999	163.99999	155	691.99999	640	650.99999	705.00001	685.99999	708.00001
ENSG00000010270.14	8	21	17	12	26	19	99	99	87	92	90.99999	107
ENSG00000010278.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010282.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010292.13	88	98	57	94	92	100	346	360	339	394	372	351
ENSG00000010295.20	4	14	2	9	13	7	46	23.00001	40	28	36.00001	16
ENSG00000010310.9	0	1	2	2	3	0	6	8	10	5	3	2
ENSG00000010318.22	4	0	0	3	1	0	4	8	8	9	8	6
ENSG00000010319.7	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000010322.16	9	7	1	18	6	0	25	25	23	27	21	18
ENSG00000010327.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010361.14	9	6	3.99998	8	3	2	125	93	86	65	49.00001	75
ENSG00000010379.16	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000010404.18	50	49	63	81	59	74	283	259	229	332	302	274
ENSG00000010438.17	0	1	0	2	0	0	0	0	0	1	0	0
ENSG00000010539.12	2	6	0	10	4	5	30	25	31.00001	29	36	28
ENSG00000010610.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010626.15	20	18	27	22	13	21	26	23.00001	28	18.00001	16	20
ENSG00000010671.18	0	0	0	0	0	0	0	0	0	0	1.00005	0
ENSG00000010704.20	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010803.17	12	17	14	12	13	15	61	55	57	47.00001	51	43
ENSG00000010810.18	8	12	12.99999	15	7	9	53.00001	62.99999	53.00001	63	57	43
ENSG00000010818.11	5	8	0	9	7	2	13.99999	23	11	35	23	18
ENSG00000010932.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011007.13	14	15	5	23	22	12	52	59	53	75	67	89
ENSG00000011009.12	64	65	51	50	45	53	166	132	156	171	137	160
ENSG00000011021.23	9	6	24	11	9	4	16	13	15	21	8	10
ENSG00000011028.14	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000011052.21	268	302	327	266	377	445.00001	111	106	104	119	133	112
ENSG00000011083.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011105.14	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000011114.15	8	2	3	8	4	3	32	28	25	33	33	31
ENSG00000011132.12	23	21	9	17	18	10	70	53	72	64	88	76
ENSG00000011143.19	2	10.00006	11	8	5.99995	10	22	16	12.99999	14.99999	19.00001	19
ENSG00000011198.10	4	10	13	10	9	4	31	24.99999	35	42	34	35
ENSG00000011201.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011243.19	9.00002	13	15.00004	6	9.00002	17	101.99998	108.99999	80	145.00001	143.99999	152
ENSG00000011258.16	6	7	6	3	1	4	36	27	41	24	14	20
ENSG00000011260.14	25	32	46	55	61	42	263	259	250	346	402	328
ENSG00000011275.19	18	14	9	12	18	7	32	38	30	35	32	36
ENSG00000011295.16	8	9	3	7	10	4	76	78.00001	70	55.00001	49	39
ENSG00000011304.22	210.99999	214.99999	228	366	296	235	901	949	898.00001	1353	1323.99999	1402
ENSG00000011332.22	6	1	2	3.00001	3.00001	2	15.99999	13.00001	20	12.99999	13	23
ENSG00000011347.10	0	0	0	0	0	0	0	0.99999	0	0	0	0
ENSG00000011376.12	11	11	14	13	10	12	35	52	53	55	55	49
ENSG00000011405.14	8	4	5	10	4	2	39	29	24	27	38	16
ENSG00000011422.12	0	0	1	3	3	7	3	2	3	3	3	2.99999
ENSG00000011426.11	11	14	12	13	19	11	42	49	45	42	51	36
ENSG00000011451.21	6.00002	13	3	15	16	22.00002	63	91	56.99999	115	94.99999	87
ENSG00000011454.18	12	10	12	11	17	7	29	34	44	36	27	33
ENSG00000011465.18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011478.13	42	55	47	51	45	60	119	89	111	94	79.00001	94
ENSG00000011485.15	20	7	19	20	13	8.00001	195	219.99999	204	222	238	232.00001
ENSG00000011523.15	3	7	6.99999	5	9.99999	0	32.00001	22.99999	21	8	7	4
ENSG00000011566.15	0	3.99999	3.99999	4	2.00001	0	32.00001	18.99999	22	24	17.99999	13
ENSG00000011590.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011600.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011638.11	8	3	7	0	2	8	15	19	24	9	16	16
ENSG00000011677.13	0	0	0	1	0	3	14	9	11	11	7	11
ENSG00000012048.26	14.99996	23	10.99999	18	22.00001	11.00003	55.99999	40	53	55.00001	56.99999	30
ENSG00000012061.17	133.00001	122	136	124	172	169	129.99999	118	112	121	111	134
ENSG00000012124.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012171.20	0	0	0	1	0	0	0.99999	0	0.99999	0	0	0
ENSG00000012174.12	30	29	14	21	21	13	64	70	56	35	39	21
ENSG00000012211.13	4	9	2	10.99999	1	4	14	16	24	35	28	37
ENSG00000012223.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012232.10	6	7	5.99998	3	3	12	27	13	17	29	20.00002	18.99999
ENSG00000012504.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012660.14	17.00001	21	14	30.99999	26	10	49.99999	53	39	47	44	60
ENSG00000012779.12	12	14	9	14	6	10	60	51	47	48	46	45
ENSG00000012817.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012822.16	5	18.00001	20	2	5	2	41.99999	42	30	25	20	14.99999
ENSG00000012963.15	26	44	26	30	22	33	130	147	139	138	128	122
ENSG00000012983.12	7	6	12	8.00001	8	0	37	41	39	28	53	26
ENSG00000013016.16	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000013275.8	87	115	105	192	204	194	524	524	479	788	816	818.00001
ENSG00000013288.9	3	9	5	1	5	4	13	13	21	19	11	20
ENSG00000013293.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013297.12	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000013306.16	159	194	141	171	194.99999	169	839.00001	774.00001	793	802.99999	808.00001	823.99999
ENSG00000013364.19	9	12	6	11	14	32	91	72	90	222	209	237
ENSG00000013374.17	8	8	4	9	8.99999	8	50	35	40	25	26	25
ENSG00000013375.17	43	27.99998	65.99999	60	70.99999	63.99999	122.99998	116.00001	111.99998	140	144	65.99999
ENSG00000013392.8	11	5	2	0	3	8	10	15	14	15	13	12
ENSG00000013441.17	8.99999	26.99999	38	14.99999	37	13.99999	76	70	62	75	70	55.99999
ENSG00000013503.10	8	5	16	6	15	6	59	65	47	60	45	46
ENSG00000013523.12	2.00001	6.99999	9.00001	1.99999	6	10	22	28	20	17	21	28
ENSG00000013561.18	28	21	43	17	25	19	150.00001	144.00001	125	126	122	128
ENSG00000013563.14	10	16	9	7	3	9	54	70	56	23	23	26
ENSG00000013573.17	21	23	24	40	32	21	89.99999	66	80.99999	70	74.00001	60
ENSG00000013583.10	39	66	66	27	45	34	91	73	114	54	69	71
ENSG00000013588.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013619.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013725.14	7	0	0	0	0	0	1	0	1	0	0	0
ENSG00000013810.21	65	67.00001	63	72	66	50	226	265	221	240	237	257.00001
ENSG00000014123.10	64	65	71	85	40	54	78	81	57	67	77	40
ENSG00000014138.10	14	30	9	35	17	21	122.99999	118	117	131	108	123
ENSG00000014164.7	3	4	4	11	4	10	53	61	49	72	62	58
ENSG00000014216.16	43	27	28	34.99999	24	38.00001	154	144	144.99999	120	94	101
ENSG00000014257.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000014641.21	269	279.99999	277.99999	141.00001	313	229.99999	721	721	719.99999	673	682	598
ENSG00000014824.14	26	17	20	20	24	5	157	158	143	141	111	80
ENSG00000014914.21	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000014919.13	9	21	27	19	24	12	77	83	72	80	59	59
ENSG00000015133.20	21	20	16	27	23	20	547	542	560	414.00001	387	395
ENSG00000015153.15	11	6	12	11	12	13	68.00001	71.99999	63	80	77	59
ENSG00000015171.21	12	9.00001	12	17.00001	11	7	79	58	74	62.99999	63.99999	43
ENSG00000015285.12	43	62	38	40	44	35	143	164	146.99999	146	105	165
ENSG00000015413.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015475.19	26.99999	42.99999	51	55.99999	56	53	95	82.99999	102	79	104	105
ENSG00000015479.20	66	51	57	94	78	52	623	568	491.00001	523.00001	534	309.99999
ENSG00000015520.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015532.10	3	5	7	2	2	0	13	18	16	11	9	15
ENSG00000015568.13	2	0	0	0	1	0	0	0	0	1	1	0
ENSG00000015592.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015676.18	29	27	19	36	24	25	162	145	147	145	123	152
ENSG00000016082.15	3	0	0	0	0	4	6	4	6	4	3	4
ENSG00000016391.11	0	5	4	0	3	1	8	5	3	5	4	3
ENSG00000016402.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016490.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016864.19	7	14	14	15.99999	14.99999	13	107	96	98.99999	87	79	61.99999
ENSG00000017260.20	29.99999	21.00001	20	31.99999	31.00003	20.00001	236.99999	223.99999	207	206.99999	176	142.99999
ENSG00000017427.17	4	4	6	1	2	5	1	0	0	1	0	1
ENSG00000017483.16	63	51	79	94.99999	77	107	1044.00001	1067	983	1430.99999	1275	1401
ENSG00000017797.13	33	22	25	34	34	22	166	136	138	125	134	137
ENSG00000018189.13	42	62	59	29	49	36	371	337.99999	328.99999	259.00001	216	188
ENSG00000018236.15	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000018280.18	14	3	9	1	5	4	3	1	2	4	0	0
ENSG00000018408.15	4	1	1	6	3	2	1	0	0	0	2	1
ENSG00000018510.18	12	20	26	24.99996	38	12	144	141	126.99999	179	164.00001	125.99999
ENSG00000018607.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610.15	86	99	92	148	126	127	66	78	96	109	103	131
ENSG00000018625.15	0	0	0	0	0	0	1	0	1	0	0	1
ENSG00000018699.13	11	11	32	25	14	6	60	79	59	68	80	82
ENSG00000018869.18	11	9	11	8	8	13	9	20	13	12	15	12
ENSG00000019102.12	1	0	0	0	0	0	1	0	2	1	0	0
ENSG00000019144.20	0	0	0	0	0	0	1.00002	2	0	0	0	0
ENSG00000019169.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019186.10	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019485.14	1	3	0	0	0	0	3	2	6	1	2	3
ENSG00000019505.8	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000019549.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019582.17	4	5	7	0	1	2	5	3	1	1	2	8
ENSG00000019991.18	0	0	0	0	0	2	0	0	0	0	2	1
ENSG00000019995.6	0	4	0	1	2	0	54	58.00001	42.00001	31	51	35.00001
ENSG00000020129.16	37	15	21	25	33	24	129	127	125	162	118	133
ENSG00000020181.18	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000020219.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256.20	0.99999	5	0.99999	7.99999	6	8.00001	27	31	31	25	21	31
ENSG00000020426.11	56	66	44	37	55.00001	53	98	92	96	90	125	98
ENSG00000020577.14	1	0	0	0	0	0	1	0	1	1	0	1
ENSG00000020633.19	2	1	0	0	3	0	4	2	8	5	1	7
ENSG00000020922.13	36	35	29	41	28	12	156	141	112	120	132.00001	58
ENSG00000021300.14	2	2	0	0	0	0	14	10	7	6	7	10
ENSG00000021355.13	0	0	0	0	0	0	1	0	0	2	0	1
ENSG00000021461.18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021488.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021574.15	2	12	4	6	5	7	52	46	50	58	51	21
ENSG00000021645.20	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000021762.20	0	1	0	5	1	3	1	0	0	0	1	1
ENSG00000021776.11	12	15	11	14	24	9	89	64	67	75	75	53
ENSG00000021826.18	0	0	0	0	0	0	0	1.00002	0	0	1	0
ENSG00000021852.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267.19	27	19	37.99998	20	35.00001	8.99998	203.00001	207.99999	203.00001	174	158	163
ENSG00000022277.13	82	76	58	82.99999	117	48	270	301	298	361	332	349
ENSG00000022355.18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022567.10	0	1	2	4	7	0	3	7	10	18	8	14
ENSG00000022840.17	41	40	29	54	54.99999	36	221	238	193	277.00001	285	275
ENSG00000022976.16	3	1	0	0	1	0	15	6	11	4.99999	8	13
ENSG00000023041.12	44.00001	46.00001	44.99999	51	50.99999	32.00001	169	140.99999	129	156	149.99999	142
ENSG00000023171.20	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000023191.17	338.99999	363.99999	352.00001	195	216	182.99999	718	663.00001	713	536.00001	505.99999	508.99999
ENSG00000023228.15	53	32	25	48	30	39	170	171	193	165	194	163
ENSG00000023287.13	14	21	19	13	19	8	91	73	71	83	76	42
ENSG00000023318.9	94.00001	97	71.99999	87	133	82.00001	462	433.99998	466.99999	538.00001	580	460
ENSG00000023330.15	2.00001	6.00001	5.00001	5.00001	12.00001	12.99999	29	28	32.99999	38	47.00001	54
ENSG00000023445.17	0	1	0	0	2	0	3	1	4	1	3	0
ENSG00000023516.9	1	2	1	3	7	0	23	21	11	25	17	5
ENSG00000023572.10	82	122	136	155	211	156	261	244	205	309	293	247
ENSG00000023608.5	4	1	5	2	8	1	20	29	27	33	27	20
ENSG00000023697.13	8	15	28	19	13	8	89	82	74	58	68	56
ENSG00000023734.11	66	78	45	107	105	99	522	501	456	699	672	586
ENSG00000023839.12	0	1	1	1	2	0	1	0	2	5	1	1
ENSG00000023892.12	31	55.99999	35	33	25	16	105	100	108	90	94	92
ENSG00000023902.14	0	0	1	0	0	1	0	2	1	2	0	3
ENSG00000023909.10	15	18	12	15	13	19	78	78	97	131	169	104
ENSG00000024048.11	16	16	21	9	10	2	58	53	35	56	41	29
ENSG00000024422.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000024526.17	3	8	8	6.99999	12	6	51	45	40	46	65	31
ENSG00000024862.18	37	35	36	18	29	27	49	39	35	33	38	28
ENSG00000025039.15	40	56	68	70	69	51	380	373	373	343	315	347
ENSG00000025156.13	3	6	3	0	2	0	26	25	17	21	19	14
ENSG00000025293.17	238	254	236	196.99999	250	167	102	94	95	62	86	82
ENSG00000025423.11	2	7	10	4	7	4	14	21	19	8	9	9
ENSG00000025434.19	5	7	4	2	8	3	14	12.00001	14	8	6	7
ENSG00000025708.14	1	0	0	4	6	4	62.99999	67.00002	61.00001	65	93	94
ENSG00000025770.19	78	84.99999	53	110	105	59	248	261	248	301.00001	305	288
ENSG00000025772.8	14	23	12	28	25	22	78	77	88	107	132	128
ENSG00000025796.14	33	24	31	38	49	38	220	178	183	239	240	127
ENSG00000025800.14	25	15	10	24	18	18	82	87	50	92	79	102
ENSG00000026025.16	162	158	136	82	107	84	826.99999	900	889	525	541	490
ENSG00000026036.23	0	2	3.00001	0.99999	0.99999	5	9	18	5	9.99999	6	5
ENSG00000026103.25	3	4.00003	3	8	13.99999	1	34	20	30	49.00001	35.00001	20
ENSG00000026297.17	47	33	34	27	25	30	196	200.99999	208	101.00001	133	122
ENSG00000026508.21	0	0	5	4	4	4	2	4	0	8	0	10
ENSG00000026559.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000026652.15	2	2	4	0	3	11	6	6	14	8	11	7
ENSG00000026751.17	266	248.99999	280	215	245.99999	179	1066	1060	974.00001	928.99999	913	843.00001
ENSG00000026950.17	20	12	21	14	23	10	72	64	61.99999	46	34	61
ENSG00000027001.10	2	2	4	2	11	6	19	20	18	18	21	19
ENSG00000027075.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000027644.5	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000027697.16	1	2.00002	1.00002	4.00001	2.99999	1.00002	29	20	37	33	39	23
ENSG00000027847.14	22	22	10	26	11	5	85	83	99.00001	94	92	95
ENSG00000027869.12	0.99999	0	0	0	0	0	2.00001	3	2.00001	1.99999	2	0
ENSG00000028116.18	3.99999	0.99999	9.99999	3.00001	7	3.99999	87	77	60	57	84.00001	38
ENSG00000028137.19	8	4	0	2	6	5	21	29	19	10	15	14
ENSG00000028203.19	51	27	35.00001	42.99999	56	23	98	89	99.00001	110.99999	113	69
ENSG00000028277.22	5	2	0	12.99999	10	2.99999	8	6	2	22	23.99999	30
ENSG00000028310.18	2	6	3	4	9	4	34	27.99999	25	30.99999	35	31
ENSG00000028528.15	6	5	9	8	8	4	162	169	144	154	141.99999	162
ENSG00000028839.10	18	11	16	15	30	15	29	40	38	26	52	36
ENSG00000029153.15	0	1	0	0	2	0	3	9	5	3	4	3
ENSG00000029363.17	14.99999	24.00001	26	26.99999	35.99999	26.99999	193.00001	154.99999	148	165.99999	201.00001	116
ENSG00000029364.12	52	26	32	44	64	22	210.99999	276	201	245.00001	197	239
ENSG00000029534.22	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029559.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639.11	23	24	26	27	30	17	29	24	21	28	27	23
ENSG00000029725.17	2	1.99999	4	4	5	2.99999	40	33	42	42	48	37
ENSG00000029993.15	280	247	285	334	337	279	181.99999	157	171	175	177.00001	149.99999
ENSG00000030066.14	34	11	11	30	34	28	92	95.00001	105.00001	121.00001	106	97.00001
ENSG00000030110.14	16	14	20	25	17	30	74	87	74	114	84	107
ENSG00000030304.15	1	0	0	0	0	1	2	0	1	0	0	0
